"date" "county" "state.x" "fips" "cases" "deaths" "cases.y" "deaths.y" "sincedeath" "cbsa18" "cbsaname18" "countyn" "popestimate2019" "density" "temp_mar20" "pcpn_mar20" "obesity" "gini" "hhsize" "crowded" "dist" "lndensity" "lncbsapop" "pcases" "pdeaths" "age60plus" "college" "seasonal_units" "hospitality_jobs" "oil_jobs" "black_pct" "hisp_pct" "asian_pct" "wfh_share" "italy_born" "china_born" "transit_modeshare" "wfh_modeshare" "name" "state.y" "census_region" "pop_dens" "pop_dens4" "pop_dens6" "pct_black" "pop" "female" "white" "black" "travel_time" "land_area" "hh_income" "su_gun4" "su_gun6" "fips.y" "votes_dem_2016" "votes_gop_2016" "total_votes_2016" "per_dem_2016" "per_gop_2016" "diff_2016" "per_dem_2012" "per_gop_2012" "diff_2012" "winner" "partywinner16" "winner12" "partywinner12" "flipped"
"2020-11-02" "Edwards" "Illinois" 17047 118 0 0 0 0 NA NA "Edwards IL" 6395 52.1799 49 7.72 29.6 0.4141 2.327694 1.3 767.5973 3.954697 8.763271 0 0 0.2900501 0.1394888 0.018159 0.0235064 0 0.0053191 0.0159574 0.0037547 0.2479264 0.0009221 0.000461 0.0006684 0.0558155 "Edwards County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[ 25,   45)" "[ 0.0, 2.0)" 6617 51.2 97.8 0.7 22.5 222.42 39075 "[ 0, 5)" "[ 0, 4)" 17047 432 2777 3312 0.130434783 0.838466184 2345 0.23379845 0.744806202 1648 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Effingham" "Illinois" 17049 1356 4 6 1 34 20820 "Effingham, IL" "Effingham IL" 34008 90.98647 46.4 4.46 26.5 0.4478 2.487097 2 782.75759 4.510711 10.43435 17.64291 2.940485 0.2445334 0.2246853 0.0163482 0.091676 0 0.0052619 0.0219832 0.0078344 0.3245059 0.0003804 0.0014046 0.0038041 0.0336513 "Effingham County" "IL" "Midwest" "[   50,  100)" "[ 45,  118)" "[ 45,   82)" "[ 0.0, 2.0)" 34320 50.2 98.1 0.4 17.8 478.78 52108 "[ 0, 5)" "[ 0, 4)" 17049 3071 13613 17428 0.176210695 0.78109938 10542 0.232298885 0.752696595 8636 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Fayette" "Illinois" 17051 750 24 17 2 31 NA NA "Fayette IL" 21336 91.38221 46.6 4.22 23.5 0.4366 2.620528 1.7 808.17847 4.515051 9.968151 79.67754 9.373828 0.2567706 0.1168763 0.0100913 0.1393659 0.0411713 0.0437523 0.0182574 0.003362 0.252061 0 0.0021175 0.0077356 0.0196906 "Fayette County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[ 25,   45)" "[ 2.0, 5.0)" 21870 47.3 93.8 4.6 22.7 716.48 44722 "[ 5, 8)" "[ 7, 8)" 17051 1814 7363 9515 0.190646348 0.773830793 5549 0.317750753 0.663840232 3102 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Ford" "Illinois" 17053 224 16 14 1 36 NA NA "Ford IL" 12961 184.5041 42.6 2.89 24.4 0.4179 2.247642 0.8 747.19904 5.217671 9.4697 108.0164 7.715454 0.2642491 0.2015421 0.0056542 0.0773102 0 0.009424 0.0355096 0.0048251 0.3502491 7.46e-05 0 0.0022628 0.0481655 "Ford County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[ 25,   45)" "[ 0.0, 2.0)" 13688 50.5 97.4 0.9 21.8 485.62 48866 "[ 0, 5)" "[ 4, 7)" 17053 1410 4474 6289 0.224200986 0.711400859 3064 0.275666667 0.704166667 2571 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Franklin" "Illinois" 17055 1122 10 10 0 0 NA NA "Franklin IL" 38469 150.6407 49.7 6.16 25.9 0.4535 2.400248 1.5 823.03468 5.014898 10.55761 25.99496 0 0.2738947 0.1591955 0.0136434 0.1538344 0.0035276 0.0055813 0.0176998 0.0039534 0.2936573 0 0.0005878 0.003617 0.0336709 "Franklin County" "IL" "Midwest" "[   50,  100)" "[ 45,  118)" "[ 82,  215)" "[ 0.0, 2.0)" 39411 50.9 97.5 0.5 24 408.89 36273 "[ 8,11)" "[ 8,10)" 17055 4711 13101 18533 0.254195219 0.706901203 8390 0.404952211 0.573081438 3008 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Fulton" "Illinois" 17057 681 2 3 0 9 37900 "Peoria, IL" "Fulton IL" 34340 267.9733 43.6 2.53 28.5 0.433 2.332317 1.5 846.54487 5.590888 12.90062 8.736168 0 0.2759442 0.1762545 0.0164316 0.1492201 0 0.0378257 0.0310527 0.0032143 0.3000677 0.0001412 0 0.0024158 0.0259697 "Fulton County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[ 25,   45)" "[ 2.0, 5.0)" 36007 47.8 94.3 3.9 27 865.6 45130 "[ 5, 8)" "[ 4, 7)" 17057 6118 8482 15609 0.39195336 0.543404446 2364 0.54273978 0.431766317 1702 "Trump" "Republican" "Obama" "Democrat" "Yes"
"2020-11-02" "Gallatin" "Illinois" 17059 119 2 2 0 0 NA NA "Gallatin IL" 4828 7.498922 51 6.46 22 0.4548 2.222792 1.3 790.64213 2.014759 8.482187 41.42502 0 0.2991301 0.0992529 0.0243814 0.0726351 0 0.0065243 0.0172005 0.0023725 0.2910846 0 0 0.0024272 0.0368932 "Gallatin County" "IL" "Midwest" "[   10,   50)" "[  0,   17)" "[  9,   25)" "[ 0.0, 2.0)" 5291 51.4 97.5 0.7 24.5 323.07 40330 "[ 0, 5)" "[ 0, 4)" 17059 656 1942 2691 0.243775548 0.721664809 1286 0.400155703 0.580770728 464 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Greene" "Illinois" 17061 349 17 4 0 0 NA NA "Greene IL" 12969 87.53651 46.3 3.62 27.4 0.4345 2.586989 1.2 871.56386 4.472056 9.470317 30.84278 0 0.2698559 0.1243749 0.0539742 0.1202961 0 0.0130328 0.0128028 0.0026832 0.2773382 0 0.0003026 0.0023617 0.0494265 "Greene County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[  9,   25)" "[ 0.0, 2.0)" 13434 49.6 97.9 1 28.9 543.02 43502 "[ 5, 8)" "[ 4, 7)" 17061 1202 4139 5542 0.21688921 0.746842295 2937 0.360349127 0.613822586 1423 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Grundy" "Illinois" 17063 1154 7 61 1 5 16980 "Chicago-Naperville-Elgin, IL-IN-WI" "Grundy IL" 51054 192.5301 41.1 2.43 34.6 0.3925 2.587636 1.2 751.70686 5.260252 16.06243 119.4813 1.95871 0.1996194 0.2356728 0.0112711 0.1286543 0 0.0158126 0.1021541 0.0080044 0.3420838 0 9.9e-05 0.0078217 0.033609 "Grundy County" "IL" "Midwest" "[  100,  500)" "[118,71672]" "[ 82,  215)" "[ 0.0, 2.0)" 50425 50.2 96.1 1.5 29 418.04 64541 "[ 0, 5)" "[ 4, 7)" 17063 8021 13417 22891 0.35039972 0.586125552 5396 0.444693644 0.534357702 1879 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Hamilton" "Illinois" 17065 150 2 2 0 0 NA NA "Hamilton IL" 8116 57.70119 49.7 7.06 24.4 0.415 2.404334 0.7 799.29307 4.055278 9.001593 24.64268 0 0.2948671 0.1834532 0.0629268 0.0815318 0 0.0068602 0.0171506 0.0036751 0.304597 0 0.0029194 0.0118678 0.0714891 "Hamilton County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[  9,   25)" "[ 0.0, 2.0)" 8296 50.8 97.9 0.6 26.5 434.67 38417 "[ 0, 5)" "[ 0, 4)" 17065 800 3205 4143 0.19309679 0.773594014 2405 0.321728081 0.652096569 1300 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Hancock" "Illinois" 17067 388 4 12 0 0 22800 "Fort Madison-Keokuk, IA-IL-MO" "Hancock IL" 17708 54.3012 43.8 3.24 30.5 0.412 2.403346 1.2 904.03506 3.994546 10.97099 67.76598 0 0.3109168 0.2126534 0.0462853 0.0675958 0 0.0057722 0.0160838 0.0042031 0.3023846 0.0008834 0 0.0038692 0.0511732 "Hancock County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[  9,   25)" "[ 0.0, 2.0)" 18564 50.7 98.2 0.4 23.2 793.73 43925 "[ 5, 8)" "[ 4, 7)" 17067 1744 5713 7818 0.223074955 0.730749552 3969 0.394458622 0.584518167 1564 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Hardin" "Illinois" 17069 59 0 1 0 0 NA NA "Hardin IL" 3821 11.45459 51.6 7.02 22.9 0.5009 2.715216 0.9 799.39664 2.43839 8.248267 26.17116 0 0.3375959 0.1120054 0.1859389 0.035 0 0.0051151 0.0225064 0.0046036 0.2273241 0 0 0.0348924 0.013363 "Hardin County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[  9,   25)" "[ 0.0, 2.0)" 4129 49.7 97.3 0.5 20.9 177.53 37071 "[ 0, 5)" "[ 0, 4)" 17069 419 1650 2133 0.196436943 0.773558368 1231 0.318454936 0.658798283 793 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Henderson" "Illinois" 17071 144 0 7 0 0 15460 "Burlington, IA-IL" "Henderson IL" 6646 9.012041 43 2.46 25.2 0.4066 2.285783 1.2 885.61937 2.198562 10.72795 105.3265 0 0.3410344 0.1540862 0.0954722 0.0674663 0 0.0034282 0.0196751 0.0044716 0.2899234 0 0 0.0030969 0.0523382 "Henderson County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[  9,   25)" "[ 0.0, 2.0)" 6916 51.1 97.8 0.4 23.3 378.87 49389 "[ 8,11)" "[10,12)" 17071 1151 2153 3480 0.330747126 0.618678161 1002 0.554869492 0.431658715 439 "Trump" "Republican" "Obama" "Democrat" "Yes"
"2020-11-02" "Henry" "Illinois" 17073 911 9 60 0 0 19340 "Davenport-Moline-Rock Island, IA-IL" "Henry IL" 48913 191.9114 41.4 2.6 36.8 0.4212 2.431122 0.6 842.32191 5.257034 12.84575 122.6668 0 0.2756773 0.2264445 0.0041028 0.096813 0 0.0182318 0.0601956 0.0046242 0.3357697 0 0.0008491 0.001145 0.0380923 "Henry County" "IL" "Midwest" "[   50,  100)" "[ 45,  118)" "[ 45,   82)" "[ 0.0, 2.0)" 49635 50.2 95.9 1.9 22.8 822.99 52940 "[ 5, 8)" "[ 4, 7)" 17073 8835 13962 24232 0.364600528 0.576180258 5127 0.507269657 0.476296388 752 "Trump" "Republican" "Obama" "Democrat" "Yes"
"2020-11-02" "Iroquois" "Illinois" 17075 593 20 99 3 9 NA NA "Iroquois IL" 27114 63.0946 42.5 2.52 28.6 0.4197 2.355286 1.7 724.85298 4.144635 10.20781 365.125 11.06439 0.293472 0.1542401 0.0111918 0.0800617 0 0.0106506 0.0718374 0.005108 0.3077398 0.000923 0 0.0015308 0.0486797 "Iroquois County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[ 25,   45)" "[ 0.0, 2.0)" 28879 51.2 96.9 1 24.4 1117.32 47079 "[ 5, 8)" "[ 7, 8)" 17075 2496 9728 12923 0.193144007 0.752766386 7232 0.266875489 0.713782302 5707 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Jackson" "Illinois" 17077 1672 26 167 10 39 16060 "Carbondale-Marion, IL" "Jackson IL" 56750 589.1925 49.8 5.44 24 0.5355 2.285816 1.2 844.663 6.378753 11.81867 294.2731 17.62115 0.2136053 0.3603545 0.0129673 0.1634922 0 0.1482784 0.0451767 0.0372699 0.4026729 6.83e-05 0.0067975 0.0167881 0.0304901 "Jackson County" "IL" "Midwest" "[  100,  500)" "[ 45,  118)" "[ 82,  215)" "[10.0,15.0)" 59677 49.5 78.2 14.8 18.5 584.08 33479 "[ 5, 8)" "[ 4, 7)" 17077 11619 10889 24509 0.47407075 0.444285773 730 0.533553563 0.430863615 2176 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Jasper" "Illinois" 17079 295 10 46 6 30 NA NA "Jasper IL" 9610 190.5174 47.1 4.91 23.8 0.4112 2.60186 1.5 762.17109 5.249744 9.17056 478.6681 62.43496 0.2671939 0.1745417 0.0159243 0.1279461 0.0016835 0.0029133 0.015295 0.0032255 0.326566 0 0.0001042 0.0006823 0.0684558 "Jasper County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[  9,   25)" "[ 0.0, 2.0)" 9623 49.9 98.5 0.2 24.4 494.51 52233 "[ 8,11)" "[10,12)" 17079 924 3973 5104 0.181034483 0.778409091 3049 0.284636761 0.696903533 2077 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Jefferson" "Illinois" 17081 1024 52 95 15 21 34500 "Mount Vernon, IL" "Jefferson IL" 37684 195.7307 49.1 6.26 33.2 0.4579 2.34167 1.4 814.04613 5.27674 10.53699 252.0964 39.80469 0.25899 0.1739603 0.0082494 0.1025068 0.0028474 0.0856425 0.0279746 0.0117663 0.2969734 0 0.000655 0.0088114 0.0365769 "Jefferson County" "IL" "Midwest" "[   50,  100)" "[ 45,  118)" "[ 45,   82)" "[ 5.0,10.0)" 38534 48.6 88.3 8.8 19.6 571.17 42981 "[ 5, 8)" "[ 7, 8)" 17081 4408 11681 16818 0.262100131 0.694553455 7273 0.372937496 0.601423051 3725 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Jersey" "Illinois" 17083 507 21 17 1 18 41180 "St. Louis, MO-IL" "Jersey IL" 21773 45.45491 47.3 3.36 33.6 0.409 2.4347 1 873.88747 3.816721 14.84628 78.07835 4.592844 0.2709296 0.204535 0.0474074 0.1649123 0 0.0072321 0.0148304 0.0067286 0.3299682 0 0 0.0012463 0.0324034 "Jersey County" "IL" "Midwest" "[   50,  100)" "[ 45,  118)" "[ 45,   82)" "[ 0.0, 2.0)" 22571 51.1 97.5 0.6 29 369.27 53954 "[ 5, 8)" "[ 4, 7)" 17083 2673 7737 10909 0.245027042 0.70923091 5064 0.367806841 0.606841046 2376 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Jo Daviess" "Illinois" 17085 606 9 18 0 0 NA NA "Jo Daviess IL" 21235 27.6231 39.7 3.6 28.2 0.4355 2.219412 1.3 850.46864 3.318652 9.963406 84.76572 0 0.3647384 0.23838 0.2037091 0.2152194 0 0.0064589 0.0310774 0.0056632 0.3140408 9.16e-05 0.0010992 0.0091604 0.062801 "Jo Daviess County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[ 25,   45)" "[ 0.0, 2.0)" 22254 49.8 97.9 0.5 21.5 601.09 50817 "[ 0, 5)" "[ 4, 7)" 17085 4452 6113 11177 0.398317974 0.546926725 1661 0.496012619 0.484532469 131 "Trump" "Republican" "Obama" "Democrat" "Yes"
"2020-11-02" "Johnson" "Illinois" 17087 409 0 4 0 0 16060 "Carbondale-Marion, IL" "Johnson IL" 12417 13.48296 51.5 6.78 24 0.4437 2.380329 1.2 831.02392 2.601427 11.81867 32.2139 0 0.2835581 0.1653484 0.1196733 0.147541 0 0.0688022 0.0314708 0.0024888 0.3806653 0 0 0.0005215 0.0526728 "Johnson County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[ 25,   45)" "[ 5.0,10.0)" 12601 44.2 90.1 8.4 26.3 343.92 40760 "[ 5, 8)" "[ 4, 7)" 17087 1135 4644 6017 0.188632209 0.771813196 3509 0.277267914 0.698729262 2388 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Kane" "Illinois" 17089 18972 356 3592 93 49 16980 "Chicago-Naperville-Elgin, IL-IN-WI" "Kane IL" 532403 1108.543 39.6 3.65 28.2 0.4425 2.95 3.7 749.34948 7.010802 16.06243 674.6769 17.46797 0.1944064 0.3314285 0.0025113 0.1179142 0 0.0530946 0.3224688 0.0418145 0.3835667 0.0012885 0.0017275 0.0255615 0.0542668 "Kane County" "IL" "Midwest" "[ 1000, 5000)" "[118,71672]" "[215,71672]" "[ 5.0,10.0)" 527306 50.1 87.2 6 29.3 520.06 69530 "[ 0, 5)" "[ 0, 4)" 17089 99389 82087 193500 0.513638243 0.424222222 17302 0.496212513 0.487401365 1618 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Kankakee" "Illinois" 17091 3930 81 809 33 41 28100 "Kankakee, IL" "Kankakee IL" 109862 519.7856 41.5 2.5 41.4 0.4326 2.635961 1.6 724.64507 6.253417 11.60698 736.3784 30.03768 0.2318585 0.2095607 0.0124355 0.1259695 0 0.146159 0.1062677 0.010116 0.3249138 0.0002881 0.0015667 0.0154439 0.0317156 "Kankakee County" "IL" "Midwest" "[  100,  500)" "[118,71672]" "[ 82,  215)" "[15.0,25.0)" 111375 50.9 81.3 15.4 23.4 676.56 50102 "[ 0, 5)" "[ 0, 4)" 17091 18908 25081 46556 0.406134548 0.538727554 6173 0.474654581 0.508558479 1541 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Kendall" "Illinois" 17093 3138 30 477 16 45 16980 "Chicago-Naperville-Elgin, IL-IN-WI" "Kendall IL" 128990 410.1803 40.5 2.75 31.2 0.3577 3.071696 1.9 752.49483 6.016597 16.06243 369.7961 12.40406 0.1476136 0.3539176 0.0003119 0.1717943 0 0.0720557 0.1946449 0.0309893 0.418396 0.0009228 0.0069087 0.0276883 0.0474066 "Kendall County" "IL" "Midwest" "[  100,  500)" "[118,71672]" "[215,71672]" "[ 5.0,10.0)" 121350 50.5 88.1 6.2 33.3 320.34 81765 "[ 0, 5)" "[ 0, 4)" 17093 23392 24152 50815 0.460336515 0.475292729 760 0.471093646 0.512321833 1857 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Knox" "Illinois" 17095 1477 21 77 0 0 23660 "Galesburg, IL" "Knox IL" 49699 410.8706 42.3 2.5 29.2 0.4519 2.247382 1.7 854.48565 6.018278 10.81374 154.9327 0 0.2864583 0.1852363 0.0218018 0.1278707 0 0.078564 0.0585488 0.0099577 0.305485 7.84e-05 0.0011177 0.0034747 0.0256557 "Knox County" "IL" "Midwest" "[   50,  100)" "[ 45,  118)" "[ 45,   82)" "[ 5.0,10.0)" 52069 49.7 88.6 7.9 19.2 716.4 40667 "[ 5, 8)" "[ 4, 7)" 17095 9939 10658 21964 0.452513203 0.485248589 719 0.577030688 0.405604654 3860 "Trump" "Republican" "Obama" "Democrat" "Yes"
"2020-11-02" "LaSalle" "Illinois" 17099 2842 69 106 5 46 36837 "Ottawa, IL" "La Salle IL" 108669 408.2554 40.8 2.62 27.6 0.4307 2.400424 1.2 778.94112 6.011893 11.89843 97.54391 4.601128 0.261729 0.1793885 0.0135451 0.1222591 0 0.0261263 0.1002741 0.0090469 0.3069322 0.0001449 0.0009239 0.0028652 0.0341637 "LaSalle County" "IL" "Midwest" "[   50,  100)" "[ 45,  118)" "[ 82,  215)" "[ 2.0, 5.0)" 111241 49.9 95.3 2.2 22.9 1135.12 52640 "[ 0, 5)" "[ 4, 7)" 17099 19277 26269 48447 0.397898735 0.542221397 6992 0.488334111 0.492236881 184 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Lake" "Illinois" 17097 22817 523 5662 185 47 16980 "Chicago-Naperville-Elgin, IL-IN-WI" "Lake IL" 696535 939.7834 39.9 4.14 25 0.487 2.801375 2.4 731.9094 6.845649 16.06243 812.8809 26.56004 0.2055871 0.4502919 0.0157199 0.1102715 0 0.068373 0.2217293 0.0809723 0.4464481 0.001461 0.0097041 0.0449532 0.0654539 "Lake County" "IL" "Midwest" "[ 1000, 5000)" "[118,71672]" "[215,71672]" "[ 5.0,10.0)" 705186 50.1 82.7 7.4 29.7 443.67 77469 "[ 0, 5)" "[ 0, 4)" 17097 168186 108608 293574 0.572891332 0.369951017 59578 0.533573682 0.452797572 22943 "Clinton" "Democrat" "Obama" "Democrat" "No"
"2020-11-02" "Lawrence" "Illinois" 17101 381 8 3 0 0 NA NA "Lawrence IL" 15678 140.0559 48.4 7.25 22.1 0.403 2.241323 3.1 744.19495 4.942041 9.660014 19.13509 0 0.2386933 0.1349966 0.0107148 0.0731278 0.056975 0.0971773 0.0388836 0.0042499 0.3122438 0.0005559 0 0.0014509 0.057714 "Lawrence County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[ 25,   45)" "[10.0,15.0)" 16519 43.9 88.3 10 19.1 372.18 40145 "[ 0, 5)" "[ 4, 7)" 17101 1288 4517 6039 0.213280344 0.747971518 3229 0.335895722 0.64388369 1843 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Lee" "Illinois" 17103 955 2 69 0 0 19940 "Dixon, IL" "Lee IL" 34096 188.2276 40.4 3.8 37.6 0.4344 2.28301 1.3 804.33349 5.237652 10.43694 202.3698 0 0.269351 0.1769536 0.0133183 0.1018467 0 0.0536189 0.063583 0.0075972 0.3213038 0.0008689 0.0011006 0.0056002 0.0382132 "Lee County" "IL" "Midwest" "[   10,   50)" "[ 45,  118)" "[ 45,   82)" "[ 5.0,10.0)" 34735 47.3 92.2 5.2 22.2 724.9 50060 "[ 0, 5)" "[ 4, 7)" 17103 5499 8597 15215 0.361419652 0.565034505 3098 0.453813421 0.526743044 1114 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Livingston" "Illinois" 17105 792 12 25 1 23 38700 "Pontiac, IL" "Livingston IL" 35648 181.2847 41.9 2.67 34.5 0.4291 2.369721 1.5 763.72297 5.200069 10.48145 70.13017 2.805207 0.2629401 0.1572884 0.0065421 0.0819552 0 0.0402394 0.0462795 0.0098431 0.2939622 0 0.0003028 0.0023714 0.0281453 "Livingston County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[ 25,   45)" "[ 5.0,10.0)" 37903 49.8 92.5 5.4 21.5 1044.29 54614 "[ 0, 5)" "[ 0, 4)" 17105 4005 10197 15096 0.265302067 0.675476948 6192 0.333843798 0.648844797 4731 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Logan" "Illinois" 17107 688 4 9 0 0 30660 "Lincoln, IL" "Logan IL" 28618 237.3022 44.7 2.93 36.1 0.4073 2.30369 0.6 809.97526 5.469335 10.26179 31.44874 0 0.2475022 0.2035706 0.0040623 0.1234485 0 0.0800691 0.0351599 0.0073293 0.33886 0.0002054 0.0020885 0.004663 0.0482657 "Logan County" "IL" "Midwest" "[   10,   50)" "[ 45,  118)" "[ 45,   82)" "[ 5.0,10.0)" 29746 49.4 89.5 8 20.9 618.06 47133 "[ 0, 5)" "[ 0, 4)" 17107 3301 8167 12130 0.272135202 0.673289365 4866 0.330148708 0.650909695 3861 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Macon" "Illinois" 17115 3753 59 149 16 35 19500 "Decatur, IL" "Macon IL" 104009 716.382 44.6 3.41 31.5 0.4646 2.329941 1.1 791.49036 6.574214 11.55223 143.2568 15.38328 0.2722324 0.2251127 0.0123058 0.1135642 0 0.1727787 0.0234835 0.0114982 0.3401289 0 0.0008544 0.0148914 0.0319952 "Macon County" "IL" "Midwest" "[  100,  500)" "[118,71672]" "[ 82,  215)" "[15.0,25.0)" 108350 52 79.1 17 18.2 580.69 46559 "[ 0, 5)" "[ 0, 4)" 17115 18211 26782 47283 0.385148996 0.56641922 8571 0.465471257 0.518013212 2561 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Macoupin" "Illinois" 17117 879 11 39 1 8 41180 "St. Louis, MO-IL" "Macoupin IL" 44926 186.5482 46.1 3.68 27.4 0.4213 2.383094 1.2 848.16467 5.22869 14.84628 86.80942 2.225883 0.2756383 0.1936122 0.0278673 0.1057339 0 0.009644 0.0127557 0.0037738 0.3377092 0 0.0014655 0.0025124 0.0505936 "Macoupin County" "IL" "Midwest" "[   50,  100)" "[ 45,  118)" "[ 45,   82)" "[ 0.0, 2.0)" 46453 50.6 97.2 1 27.7 862.91 49590 "[ 5, 8)" "[ 4, 7)" 17117 6532 14194 21881 0.298523833 0.648690645 7662 0.450661193 0.520790567 1469 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Madison" "Illinois" 17119 7917 159 445 32 36 41180 "St. Louis, MO-IL" "Madison IL" 262966 683.0961 47.8 4.17 36.8 0.4396 2.42398 1.4 862.8799 6.526636 14.84628 169.2234 12.16887 0.2420584 0.2583578 0.0041745 0.1495652 5.63e-05 0.0866706 0.0338122 0.0098805 0.3705435 0.0001242 0.0019837 0.0176797 0.0389682 "Madison County" "IL" "Midwest" "[  100,  500)" "[118,71672]" "[215,71672]" "[ 5.0,10.0)" 266560 51.1 88.8 8.1 24.3 715.58 53633 "[ 5, 8)" "[ 4, 7)" 17119 50336 70295 127902 0.393551313 0.549600475 19959 0.481272964 0.494922383 1668 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Marion" "Illinois" 17121 1224 25 47 0 0 16460 "Centralia, IL" "Marion IL" 37205 284.5613 48.1 4.92 29.4 0.4296 2.342724 1.7 813.87909 5.650949 10.5242 126.3271 0 0.2688464 0.1498275 0.0269218 0.094215 0.0081007 0.0417597 0.0211058 0.0067517 0.2571291 0.0001313 0.0004464 0.0033784 0.0195332 "Marion County" "IL" "Midwest" "[   50,  100)" "[ 45,  118)" "[ 45,   82)" "[ 2.0, 5.0)" 38571 51.1 93.4 4 21.6 572.36 41010 "[ 8,11)" "[ 8,10)" 17121 4231 11677 16600 0.254879518 0.703433735 7446 0.394837233 0.586787894 3019 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Marshall" "Illinois" 17123 179 3 4 0 0 37900 "Peoria, IL" "Marshall IL" 11438 54.34899 41.9 2.66 25.3 0.4158 2.351661 0.8 801.45964 3.995426 12.90062 34.97115 0 0.3132478 0.1684853 0.0506265 0.0917502 0 0.0072828 0.0297382 0.004335 0.3160973 0 0.0010175 0 0.0410441 "Marshall County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[ 25,   45)" "[ 0.0, 2.0)" 12014 50.5 97.7 0.5 25.5 386.79 51504 "[ 0, 5)" "[ 4, 7)" 17123 1784 3776 5903 0.302219211 0.639674742 1992 0.419719274 0.562649777 835 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Mason" "Illinois" 17125 369 9 15 0 0 NA NA "Mason IL" 13359 139.6066 44.7 2.35 28.9 0.4354 2.247601 1 837.94698 4.938828 9.499946 112.2839 0 0.2956874 0.1535833 0.0461058 0.1195895 0 0.0068559 0.0109842 0.0043494 0.2866488 0 0 0 0.0369028 "Mason County" "IL" "Midwest" "[   10,   50)" "[ 17,   45)" "[ 25,   45)" "[ 0.0, 2.0)" 13898 50.7 97.6 0.5 25.9 539.24 42260 "[ 8,11)" "[10,12)" 17125 2008 4051 6433 0.312140525 0.629721747 2043 0.457110969 0.520567602 398 "Trump" "Republican" "Romney" "Republican" "No"
"2020-11-02" "Massac" "Illinois" 17127 178 2 6 0 0 37140 "Paducah, KY-IL" "Massac IL" 13772 300.5307 52.8 7.21 33.7 0.4359 2.348155 2.4 828.82167 5.70555 11.47493 43.56666 0 0.2826705 0.1319594 0.0160772 0.222842 0 0.0570313 0.0296875 0.0057528 0.2920634 0 0.0004158 0.0076951 0.0273801 "Massac County" "IL" "Midwest" "[   50,  100)" "[ 45,  118)" "[ 45,   82)" "[ 5.0,10.0)" 14905 52.4 91.4 5.7 20.5 237.22 43615 "[11,54]" "[12,54]" 17127 1555 4844 6633 0.234433891 0.730287954 3289 0.32224276 0.65896488 2186 "Trump" "Republican" "Romney" "Republican" "No"
